radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,250,1,2701,23725781,379,39.140545,51.652021,113,8,1,1374525425,1472854247,
UMTS,250,99,12288,15467643,50,39.199765,51.673402,652,12,1,1374868137,1470913677,
UMTS,250,99,12288,15468077,81,39.199014,51.673284,910,87,1,1374868197,1461800371,-112
GSM,250,20,29801,4033,,39.163517,51.641962,396,6,1,1374934241,1458888235,
GSM,250,20,29800,1811,,39.155061,51.643376,930,26,1,1374934301,1475898635,-56
UMTS,250,1,2703,23733220,132,39.174481,51.705252,466,13,1,1376819826,1476241690,
UMTS,250,99,12288,15467729,177,39.17228,51.641507,1830,55,1,1376918877,1479589627,-104
UMTS,250,99,12288,15468438,55,39.231882,51.636799,5289,226,1,1376918940,1474024173,-109
UMTS,250,2,3601,23672239,340,39.147315,51.700773,372,20,1,1380221352,1458816903,-94
UMTS,250,2,3601,23669973,216,39.154356,51.711162,1595,32,1,1380221914,1477559459,-95
UMTS,250,2,3601,23669880,198,39.144729,51.71108,159,9,1,1380222036,1478771175,
UMTS,250,2,3601,23670681,,39.146771,51.712499,43,5,1,1380222158,1380223302,
GSM,250,2,3601,40441,,39.194898,51.711449,2275,29,1,1383765894,1474740329,-99
UMTS,250,99,12288,15467691,110,39.188796,51.698423,455,14,1,1384885186,1474261477,-109
GSM,250,99,12288,30191,,39.182017,51.700288,1043,26,1,1384885372,1478356110,-91
UMTS,250,99,12288,15467679,,39.19277,51.70105,220,2,1,1384885425,1458633032,
GSM,250,99,12288,40613,,39.19099,51.699691,31,8,1,1384890468,1384976196,
UMTS,250,99,12288,2957692,,39.19089,51.699755,64,21,1,1385024222,1385122971,
UMTS,250,99,12288,2963889,,39.190824,51.699724,4,2,1,1385030751,1385054641,
UMTS,250,2,3601,2964214,,39.155723,51.70565,0,1,1,1385036218,1385036218,
UMTS,250,99,12288,2964227,,39.190978,51.699755,33,3,1,1385036430,1385036551,
UMTS,250,99,12288,2964235,,39.190971,51.699678,0,1,1,1385036610,1385036610,
UMTS,250,99,12288,2957437,,39.190956,51.699692,0,1,1,1385036670,1385036670,
UMTS,250,2,3601,2965258,,39.162403,51.700885,0,1,1,1385054974,1385054974,
UMTS,250,2,3601,2965402,,39.160006,51.707108,0,1,1,1385053783,1385053783,
UMTS,250,2,3601,2965403,,39.160006,51.707108,0,1,1,1385053838,1385053838,
UMTS,250,99,12288,2965422,,39.191152,51.699781,0,1,1,1385054399,1385054399,
UMTS,250,99,12288,2965429,,39.190822,51.699665,0,1,1,1385054587,1385054587,
UMTS,250,1,2701,2984311,,39.200298,51.664533,17,2,1,1385474553,1385474611,
UMTS,250,1,2701,2984316,,39.198606,51.666198,0,1,1,1385474670,1385474670,
UMTS,250,1,2701,2984318,,39.195712,51.668919,101,2,1,1385474730,1385474791,
UMTS,250,1,2701,2995729,,39.200653,51.664446,5,2,1,1385734029,1385734156,
UMTS,250,1,2701,2995733,,39.200675,51.664488,0,1,1,1385734092,1385734092,
UMTS,250,99,12288,3010888,,39.175484,51.657319,2182,3,1,1386080686,1386080811,
UMTS,250,99,12288,3010891,,39.159645,51.65478,27,2,1,1386080867,1386080924,
UMTS,250,99,12288,3010893,,39.159127,51.655276,0,1,1,1386081000,1386081000,
UMTS,250,2,3620,3011043,,39.240228,51.66599,0,1,1,1386084185,1386084185,
UMTS,250,1,2701,23725601,,39.175158,51.653887,2,3,1,1387654509,1387655032,
UMTS,250,1,2701,23741451,,39.175154,51.653891,0,1,1,1387655092,1387655092,
GSM,250,20,29300,1941,,39.165826,51.697488,6654,455,1,1387806968,1479063921,-60
GSM,250,20,29601,222,,39.269849,51.67244,10167,493,1,1387809425,1479128377,-75
UMTS,250,99,12288,15467687,,39.18832,51.698918,422,8,1,1388131507,1474259197,-101
UMTS,250,99,12288,15467697,109,39.166772,51.700456,1668,5,1,1388131566,1474101136,-116
UMTS,250,99,12288,15467701,109,39.158617,51.697991,2432,9,1,1388131631,1464948479,-116
UMTS,250,99,12288,15468009,,39.190913,51.699665,0,1,1,1388131806,1388131806,
GSM,250,99,12288,30055,,39.182336,51.71435,1767,23,1,1388148001,1478356110,-86
GSM,250,20,29601,3451,,39.294904,51.676796,1265,48,1,1388322373,1479063922,-69
GSM,250,20,29700,3681,,39.28036,51.683042,600,18,1,1388322374,1474049146,-67
GSM,250,20,29601,3452,,39.301952,51.656198,1197,53,1,1388322377,1477732989,-75
GSM,250,20,29700,4183,,39.316775,51.643214,9523,201,1,1388322378,1477732989,-70
GSM,250,20,29600,2472,,39.277342,51.740214,1204,16,1,1388464712,1458888232,-83
GSM,250,20,29600,461,,39.309465,51.736085,1468,14,1,1388464713,1471125942,-83
GSM,250,20,29600,462,,39.310857,51.710461,4403,39,1,1388464713,1471474497,-83
GSM,250,20,29700,611,,39.296922,51.652087,1757,90,1,1388464718,1458888233,-74
GSM,250,2,3620,40684,,39.300677,51.651111,839,15,1,1388950696,1458863642,-90
GSM,250,2,3620,40572,,39.303922,51.657373,1295,20,1,1388950770,1472591171,-74
UMTS,250,2,3620,23670515,470,39.301835,51.675482,2377,24,1,1388950816,1465710370,-105
UMTS,250,2,3620,23670897,452,39.306016,51.680804,2965,14,1,1388950920,1469845892,-110
GSM,250,2,3620,40081,,39.304876,51.696445,1314,20,1,1388950958,1472591171,-96
GSM,250,2,3620,40531,,39.302985,51.704811,2751,69,1,1388951029,1472591171,-98
GSM,250,2,3620,40512,,39.304436,51.708744,4115,150,1,1388951111,1472591171,-82
GSM,250,2,3620,40681,,39.292545,51.653939,940,24,1,1389374439,1472591171,-84
GSM,250,2,3620,40683,,39.283974,51.658123,248,6,1,1389374439,1458863642,-61
GSM,250,2,3620,40682,,39.282447,51.658392,367,11,1,1389374439,1458863642,-61
GSM,250,2,3620,40686,,39.281358,51.659172,787,35,1,1389374439,1458863642,-76
GSM,250,2,3620,45114,,39.272176,51.663586,566,16,1,1389374439,1458863642,-68
GSM,250,2,3620,45116,,39.260051,51.668495,935,25,1,1389374439,1468455307,-62
GSM,250,2,3620,45901,,39.256182,51.672537,1358,69,1,1389374439,1468533259,-74
GSM,250,2,3620,40275,,39.25732,51.676371,513,46,1,1389374440,1468455307,-60
GSM,250,2,3620,40274,,39.26066,51.680966,603,39,1,1389374440,1468455307,-63
GSM,250,2,3620,40694,,39.26303,51.684271,524,26,1,1389374440,1468455307,-66
GSM,250,2,3620,40693,,39.257166,51.688917,2630,24,1,1389374440,1468533259,-69
GSM,250,2,3620,40695,,39.259721,51.685012,756,58,1,1389374440,1468533259,-64
GSM,250,2,3620,45194,,39.250442,51.689581,2549,50,1,1389374440,1468533259,-69
GSM,250,2,3601,45464,,39.231107,51.696975,1352,67,1,1389374440,1468533259,-77
GSM,250,2,3601,40545,,39.232788,51.693067,2213,34,1,1389374440,1468533259,-75
GSM,250,2,3601,45466,,39.230979,51.695139,1682,84,1,1389374440,1468533259,-72
GSM,250,2,3600,40304,,39.22729,51.692133,2237,95,1,1389374440,1468533259,-76
GSM,250,2,3600,40308,,39.215426,51.688667,1224,74,1,1389374440,1468533259,-75
GSM,250,2,3600,40306,,39.2175,51.681863,2557,70,1,1389374440,1468533259,-77
GSM,250,2,3601,40434,,39.206848,51.69179,485,30,1,1389374440,1468533259,-68
GSM,250,2,3601,40432,,39.2017,51.691659,1482,40,1,1389374440,1471630089,-76
GSM,250,2,3601,40844,,39.195779,51.697222,1125,117,1,1389374440,1468533259,-63
GSM,250,2,3601,40846,,39.184591,51.697857,772,41,1,1389374445,1468533259,-73
GSM,250,2,3601,45674,,39.180953,51.701915,910,49,1,1389374445,1468533259,-71
GSM,250,2,3601,40822,,39.166391,51.699851,20957,81,1,1389374445,1468455307,-66
GSM,250,2,3601,40062,,39.171203,51.705409,1640,97,1,1389374445,1468455306,-58
GSM,250,2,3601,40063,,39.140946,51.68365,20617,48,1,1389374445,1468455306,-67
GSM,250,2,3601,45032,,39.161604,51.705682,607,35,1,1389374445,1476353273,-62
GSM,250,2,3601,45033,,39.157895,51.705798,593,29,1,1389374445,1467137528,-61
GSM,250,2,3601,40894,,39.152362,51.704847,572,37,1,1389374445,1475939373,-67
GSM,250,2,3601,40895,,39.148439,51.703988,508,86,1,1389374445,1475939373,-64
GSM,250,2,3601,40892,,39.13984,51.700129,11576,144,1,1389374445,1475939373,-75
GSM,250,2,3601,40056,,39.13957,51.706087,659,19,1,1389374445,1467137521,-59
GSM,250,2,3620,45113,,39.270578,51.662778,1373,29,1,1389374450,1458863642,-78
GSM,250,2,3620,45111,,39.271202,51.664122,742,33,1,1389374450,1458863642,-75
GSM,250,2,3620,40278,,39.254954,51.683792,2188,65,1,1389505521,1468533259,-71
UMTS,250,1,2703,23743999,,39.210176,51.69405,241,6,1,1389619807,1392738188,-101
GSM,250,20,29300,3133,,39.162542,51.697878,1379,101,1,1389798734,1478641415,-78
GSM,250,20,29300,3132,,39.17822,51.701795,1711,251,1,1389798734,1479128861,-74
GSM,250,20,29820,1803,,39.175962,51.697331,2153,252,1,1389798734,1479128861,-80
GSM,250,20,29820,4803,,39.193112,51.698076,755,66,1,1389798735,1479128377,-67
GSM,250,20,29820,4802,,39.195946,51.697125,944,80,1,1389798735,1479128377,-68
GSM,250,20,29820,1802,,39.196855,51.696138,1046,78,1,1389798735,1479128861,-75
GSM,250,20,29601,842,,39.203874,51.692978,1488,88,1,1389798735,1479128377,-70
GSM,250,20,29601,321,,39.210215,51.690507,905,65,1,1389798735,1479128377,-67
GSM,250,20,29601,841,,39.210254,51.692031,1199,56,1,1389798735,1478641419,-72
GSM,250,20,29601,602,,39.234793,51.693632,2066,442,1,1389798735,1479128377,-69
GSM,250,20,29601,223,,39.23869,51.694087,2564,696,1,1389798735,1479128377,-64
GSM,250,20,29601,221,,39.243445,51.692274,1975,347,1,1389798735,1478641418,-67
GSM,250,20,29601,4003,,39.260407,51.685577,759,69,1,1389798735,1479128377,-66
GSM,250,20,29601,4002,,39.263764,51.684348,695,126,1,1389798740,1479128378,-63
GSM,250,20,29601,823,,39.262284,51.683566,716,61,1,1389798740,1477013357,-68
UMTS,250,99,12288,15515377,,39.199749,51.693096,503,7,1,1390189488,1474259197,
UMTS,250,99,12288,15467688,,39.194177,51.697251,514,11,1,1390189669,1474736914,
GSM,250,1,2703,19149,,39.157524,51.69418,40,5,1,1390502121,1390502121,-89
GSM,250,1,2703,1347,,39.161982,51.693851,414,21,1,1390502121,1390502121,-97
GSM,250,1,2703,15917,,39.16386,51.693484,276,23,1,1390502121,1390502121,-96
GSM,250,1,2703,15918,,39.16187,51.69427,20,3,1,1390502121,1390502121,-99
GSM,250,1,2703,1348,,39.16219,51.69426,0,1,1,1390502121,1390502121,-107
GSM,250,1,2703,13517,,39.162417,51.69429,12,3,1,1390502121,1390502121,-109
GSM,250,1,2703,16817,,39.162725,51.694315,9,2,1,1390502121,1390502121,-103
GSM,250,1,2703,19028,,39.167322,51.692284,338,21,1,1390502121,1390502121,-93
GSM,250,1,2703,1658,,39.176488,51.692428,282,29,1,1390502121,1390502122,-90
GSM,250,1,2703,1659,,39.176183,51.692732,279,13,1,1390502121,1394518209,-97
GSM,250,1,2703,1459,,39.177075,51.69241,6,2,1,1390502121,1390502121,-78
GSM,250,1,2703,16819,,39.17717,51.69239,0,1,1,1390502121,1390502121,-77
GSM,250,1,2703,1453,,39.183616,51.690947,604,19,1,1390502122,1474068664,-66
GSM,250,1,2703,1591,,39.183957,51.686855,81,7,1,1390502122,1469682657,-67
GSM,250,1,2703,1594,,39.187817,51.686125,658,23,1,1390502122,1469682657,-75
GSM,250,1,2703,1458,,39.19673,51.68861,0,1,1,1390502122,1390502122,-87
GSM,250,1,2703,1709,,39.217431,51.678,268,27,1,1390502123,1390502124,-89
GSM,250,1,2703,1209,,39.217055,51.677366,277,8,1,1390502123,1390502124,-93
GSM,250,1,2703,1708,,39.217813,51.67712,20,3,1,1390502124,1390502124,-89
GSM,250,1,2703,19168,,39.216833,51.6754,80,9,1,1390502124,1390502124,-105
GSM,250,1,2703,11418,,39.214113,51.672392,336,21,1,1390502124,1390502125,-87
GSM,250,1,2703,9117,,39.212701,51.668531,168,15,1,1390502125,1390502125,-75
GSM,250,1,2703,20417,,39.211302,51.667878,63,5,1,1390502125,1390502125,-74
GSM,250,1,2703,1184,,39.159618,51.725931,2035,107,1,1390503281,1471317117,-76
GSM,250,1,2703,19184,,39.180608,51.73421,326,27,1,1390503282,1477525067,-74
GSM,250,1,2703,1581,,39.183724,51.739394,2532,35,1,1390503282,1478724438,-89
GSM,250,1,2703,19185,,39.166522,51.726941,1034,32,1,1390503283,1477525067,-77
GSM,250,1,2703,1301,,39.148649,51.705539,1046,25,1,1390503285,1466537938,-80
GSM,250,1,2703,1381,,39.137206,51.703794,1178,105,1,1390503285,1466537938,-71
GSM,250,1,2703,1384,,39.136983,51.704437,832,137,1,1390503285,1466537938,-64
GSM,250,1,2701,19074,,39.136651,51.646301,1391,121,1,1390503288,1472425534,-65
GSM,250,1,2701,19075,,39.140761,51.645263,999,68,1,1390503288,1469300929,-75
GSM,250,1,2701,1286,,39.15638,51.642024,364,28,1,1390503290,1458905659,-59
GSM,250,1,2701,1285,,39.169506,51.636479,660,52,1,1390503290,1458905659,-68
GSM,250,1,2701,1324,,39.193693,51.633935,507,42,1,1390503291,1406806812,-63
GSM,250,1,2701,1516,,39.203528,51.634414,803,21,1,1390503291,1406803510,-76
GSM,250,1,2701,1512,,39.209128,51.636262,1034,8,1,1390503291,1458905659,-70
GSM,250,1,2701,1515,,39.209823,51.637886,441,24,1,1390503291,1458905659,-66
GSM,250,1,2701,19046,,39.210765,51.640045,13,2,1,1390503291,1390503291,-81
GSM,250,1,2700,19046,,39.210854,51.641086,145,5,1,1390503291,1390503291,-81
GSM,250,1,2700,1264,,39.21096,51.64265,0,1,1,1390503291,1390503291,-81
GSM,250,1,2701,1264,,39.21106,51.647469,1612,35,1,1390503291,1458905658,-74
GSM,250,1,2701,1316,,39.21178,51.651005,8,2,1,1390503292,1390503292,-90
GSM,250,1,2700,1316,,39.213902,51.655805,2427,44,1,1390503292,1475587854,-74
GSM,250,1,2703,9115,,39.215127,51.662295,1229,36,1,1390503292,1458905662,-73
GSM,250,1,2701,19051,,39.21175,51.662749,2615,12,1,1390503292,1466572023,-65
GSM,250,1,2701,19053,,39.203974,51.661671,492,13,1,1390503293,1466572023,-72
GSM,250,1,2701,1255,,39.205381,51.662859,360,13,1,1390503293,1466572023,-75
GSM,250,1,2701,19054,,39.212604,51.663803,886,3,1,1390503293,1458905660,-79
GSM,250,1,2701,1256,,39.206148,51.663961,495,16,1,1390503293,1466572023,-82
GSM,250,1,2701,1222,,39.210026,51.665595,497,8,1,1390503293,1458905658,-77
GSM,250,1,2701,1225,,39.208708,51.66672,91,14,1,1390503293,1458905658,-62
GSM,250,1,2703,9114,,39.212835,51.670254,1541,38,1,1390503293,1462576357,-62
GSM,250,1,2700,1816,,39.247643,51.672828,392,58,1,1390503295,1458905657,-77
GSM,250,1,2700,1726,,39.244276,51.677591,559,9,1,1390503295,1469682656,-92
GSM,250,1,2700,1601,,39.24578,51.67287,0,1,1,1390503295,1390503295,-93
GSM,250,1,2703,1601,,39.220926,51.683933,2115,7,1,1390503295,1476241755,-97
GSM,250,1,2703,1816,,39.24572,51.67273,0,1,1,1390503295,1390503295,-97
GSM,250,1,2700,19051,,39.246383,51.672607,77,3,1,1390503295,1436016922,-91
GSM,250,1,2701,1816,,39.24616,51.67263,0,1,1,1390503295,1390503295,-91
GSM,250,1,2700,1819,,39.246327,51.67333,75,20,1,1390503296,1390503296,-95
GSM,250,1,2703,19165,,39.212682,51.675384,1651,22,1,1390505784,1464428015,-61
GSM,250,1,2703,1604,,39.21701,51.673613,936,12,1,1390505786,1474398334,-67
GSM,250,1,2703,19164,,39.216397,51.681169,1342,36,1,1390505786,1470280606,-65
GSM,250,1,2703,19012,,39.206976,51.6777,900,54,1,1390505787,1470280606,-64
GSM,250,1,2703,19885,,39.208745,51.680341,841,17,1,1390505787,1468559262,-65
GSM,250,1,2703,1114,,39.19885,51.673374,663,22,1,1390505791,1467085642,-77
GSM,250,1,2703,1116,,39.199696,51.671223,449,2,1,1390505795,1462576356,-75
GSM,250,1,2703,1236,,39.1932,51.67142,0,1,1,1390505795,1390505795,-75
GSM,250,1,2701,1236,,39.191695,51.671941,499,21,1,1390505795,1467925672,-76
GSM,250,1,2703,19172,,39.186704,51.674504,189,21,1,1390505796,1469682657,-57
GSM,250,1,2703,19145,,39.163021,51.680426,837,71,1,1390505796,1467925677,-68
GSM,250,1,2703,19143,,39.169736,51.68321,499,2,1,1390505796,1458905662,-71
GSM,250,1,2703,19146,,39.15229,51.675875,353,27,1,1390505801,1390505801,-80
GSM,250,1,2703,19904,,39.15049,51.67368,0,1,1,1390505801,1390505801,-81
GSM,250,1,2701,19904,,39.146763,51.67454,946,21,1,1390505801,1467925672,-76
GSM,250,1,2701,9105,,39.14262,51.67586,0,1,1,1390505801,1390505801,-75
GSM,250,1,2703,9105,,39.137918,51.677395,355,26,1,1390505801,1390505802,-62
GSM,250,20,29700,5902,,39.277575,51.661135,935,61,1,1391008159,1479128378,-78
GSM,250,20,29700,5903,,39.263869,51.664325,1638,73,1,1391008159,1479128378,-72
GSM,250,20,29601,821,,39.268607,51.687412,569,12,1,1391008162,1477013357,-65
GSM,250,20,29700,4132,,39.256513,51.668377,1316,86,1,1391008164,1476865175,-75
GSM,250,20,29700,5901,,39.266317,51.666107,831,42,1,1391008164,1479128378,-79
GSM,250,20,29501,1882,,39.23947,51.638801,694,10,1,1391437394,1458888231,-77
GSM,250,20,29501,5331,,39.236498,51.651453,2972,22,1,1391437394,1478909929,-80
GSM,250,20,29502,4152,,39.243076,51.648645,781,15,1,1391437394,1460594315,-77
GSM,250,2,3620,40086,,39.269946,51.699238,3137,7,1,1391475060,1469846175,-105
GSM,250,20,29700,3683,,39.252897,51.677222,3225,19,1,1391508199,1479128378,-85
GSM,250,20,29601,5301,,39.231122,51.693282,2152,340,1,1391508201,1479128377,-73
GSM,250,20,29601,121,,39.220495,51.688613,1478,118,1,1391508201,1478724471,-76
GSM,250,20,29601,123,,39.21526,51.684184,478,71,1,1391508201,1479128377,-69
GSM,250,20,29500,3572,,39.211993,51.681686,774,49,1,1391508201,1477525077,-83
GSM,250,20,29500,3573,,39.20552,51.677664,628,30,1,1391508201,1476264919,-80
GSM,250,20,29500,832,,39.200752,51.672947,827,46,1,1391508201,1477687547,-80
GSM,250,20,29801,5361,,39.177336,51.672538,1484,22,1,1391508203,1474553749,-71
GSM,250,20,29801,1901,,39.169726,51.666527,601,32,1,1391508203,1476262801,-65
GSM,250,20,29801,3142,,39.163184,51.666001,1049,12,1,1391508203,1472958518,-67
GSM,250,2,3601,40904,,39.162755,51.719969,1398,131,1,1392736478,1440000207,-85
UMTS,250,99,12288,15468409,,39.156072,51.711636,462,148,1,1392736494,1458633033,
UMTS,250,99,12288,15468477,,39.164267,51.718604,274,2,1,1392736579,1458633034,
UMTS,250,1,2700,23725720,,39.2732,51.707085,568,6,1,1392736597,1458583435,
UMTS,250,99,30094,15478587,292,39.281467,51.655807,6708,10,1,1392736744,1472422291,-89
GSM,250,99,30094,39312,,39.251016,51.65151,2942,4,1,1392736903,1459816357,
UMTS,250,99,30094,15467559,144,39.251302,51.678441,490,5,1,1392737873,1474437398,-98
GSM,250,20,29300,2482,,39.161951,51.720688,4722,87,1,1392762607,1475011240,-88
GSM,250,20,29300,341,,39.15344,51.721072,520,23,1,1392763804,1458888229,
GSM,250,20,29300,4121,,39.161342,51.709609,687,47,1,1392763804,1479063921,-83
GSM,250,20,29300,4253,,39.147344,51.720942,5771,26,1,1392766208,1464459066,-83
GSM,250,20,29300,1942,,39.136408,51.701076,1276,235,1,1392772202,1479063921,-64
GSM,250,20,29502,2423,,39.188294,51.663061,200,10,1,1392789004,1479063922,
GSM,250,20,29801,392,,39.184357,51.663027,202,6,1,1392789004,1476264917,-57
GSM,250,20,29502,851,,39.19162,51.669594,586,71,1,1392789005,1476264918,-74
GSM,250,20,29500,2403,,39.204238,51.664699,391,25,1,1392789005,1474553745,-66
GSM,250,20,29820,263,,39.165401,51.691475,1767,184,1,1392789005,1479128861,-79
GSM,250,20,29501,543,,39.219911,51.635865,1034,14,1,1392789006,1477735714,-51
GSM,250,20,29300,5353,,39.163253,51.712805,327,10,1,1392789006,1479063922,
GSM,250,20,29300,5351,,39.164681,51.714504,224,8,1,1392789006,1479063922,
GSM,250,20,29820,3271,,39.163897,51.697662,2597,361,1,1392795904,1478641421,-73
GSM,250,20,29300,2481,,39.16147,51.733658,783,5,1,1392795908,1475011239,
GSM,250,20,29300,273,,39.162305,51.712325,301,17,1,1392795908,1479063921,-85
GSM,250,20,29300,703,,39.17975,51.718698,846,78,1,1392795908,1479157526,-80
GSM,250,20,29300,4021,,39.174747,51.715739,479,8,1,1392795908,1474297224,-93
GSM,250,20,29300,5602,,39.172741,51.705475,968,155,1,1392801002,1478641416,-61
GSM,250,20,29800,1812,,39.164678,51.639423,639,136,1,1392816605,1458888234,
UMTS,250,99,30094,15467812,41,39.231546,51.646155,2337,6,1,1392820501,1459480166,-109
UMTS,250,99,12288,15467528,,39.187729,51.672702,241,31,1,1392820502,1415739315,
UMTS,250,99,12288,15468458,,39.168929,51.671617,52,2,1,1392820505,1458633034,
UMTS,250,99,12288,15467552,417,39.176528,51.705797,757,44,1,1392852620,1474259197,-101
UMTS,250,2,3601,23671110,,39.182726,51.706331,890,70,1,1392854404,1458816903,-100
GSM,250,20,29701,4013,,39.24343,51.618041,0,1,1,1392867007,1392867007,
GSM,250,20,29502,12,,39.199705,51.661639,3900,86,1,1392867008,1479063922,-71
GSM,250,20,29502,2421,,39.191826,51.668304,273,34,1,1392867008,1474553748,-81
GSM,250,2,3601,40443,,39.189718,51.70879,2608,137,1,1392867903,1474740330,-101
GSM,250,20,29501,1851,,39.19875,51.633803,383,2,1,1392868503,1458888231,
GSM,250,20,29601,843,,39.201098,51.695498,533,33,1,1392876014,1478909929,-86
GSM,250,20,29501,492,,39.210081,51.635146,512,13,1,1392876014,1475587864,
GSM,250,20,29501,5381,,39.22838,51.631329,299,5,1,1392876014,1460594315,
GSM,250,20,29501,5382,,39.234388,51.624663,517,3,1,1392876014,1458888231,
GSM,250,20,29701,4111,,39.249688,51.62532,286,2,1,1392876015,1458888234,
GSM,250,20,29800,372,,39.151447,51.660476,182,5,1,1392876015,1464949077,
GSM,250,20,29300,5601,,39.172196,51.705587,729,141,1,1392885907,1478910111,-74
GSM,250,2,3601,12313,,39.196292,51.700584,1353,6,1,1392892810,1398570921,
GSM,250,20,29700,4131,,39.251894,51.67037,662,52,1,1392916205,1479128378,-67
GSM,250,2,3601,12542,,39.173306,51.713697,0,1,1,1392926108,1392926108,
UMTS,250,2,3601,23671038,,39.180544,51.709404,1222,54,1,1392926109,1458816902,-105
UMTS,250,99,12288,15467907,84,39.153748,51.674962,782,9,1,1392928803,1464948479,-113
GSM,250,20,29300,5603,,39.169853,51.705802,1040,216,1,1392978905,1478641416,-64
GSM,250,20,29501,412,,39.208539,51.633158,674,2,1,1392978905,1458888230,
GSM,250,20,29701,511,,39.233302,51.62374,2218,2,1,1392978906,1458888233,
GSM,250,20,29501,523,,39.228958,51.632963,91,6,1,1392978907,1474398340,
GSM,250,20,29701,4113,,39.245121,51.618388,0,1,1,1392978907,1392978907,
